"","ResponseId","income","exp1_tech_cons"
"2835","R_XoFfVrSvHWhao13","600€ or less","600€ or less"
"2836","R_1doy11qZCJfJQm1","1.501€ - 1.800€","1.501€ - 1.800€"
"2837","R_2DMkDKwMdv8ldRL","1.201€ - 1.500€","1.201€ - 1.500€"
"2838","R_spXzHLPOeBf1Lsl","1.201€ - 1.500€","1.201€ - 1.500€"
"2839","R_3NQDvJmSefABV8T","601€ - 900€","601€ - 900€"
"2840","R_3PYnx2LlUNPFoMw","601€ - 900€","601€ - 900€"
"2841","R_1jeuZCbSi3AQqCB","600€ or less","600€ or less"
"2842","R_2YVUhwwwMpKMUPw","600€ or less","600€ or less"
"2843","R_1CyCNljQkhMIAbq","600€ or less","600€ or less"
"2844","R_1ltSmFfbSU7aIua","1.801€ - 2.100€","1.801€ - 2.100€"
"2845","R_1EXo4aF10Kb38vA","2.751€ - 3.550€","2.751€ - 3.550€"
"2846","R_2VvXhuaUG1hlD84","1.501€ - 1.800€","1.501€ - 1.800€"
"2847","R_1mpWXuTGuZlDvTC","600€ or less","600€ or less"
"2848","R_1Qft3EbquxJO3th","1.501€ - 1.800€","1.501€ - 1.800€"
"2849","R_2S2HJjKOXLy4F8C","2.101€ - 2.400€","2.101€ - 2.400€"
"2850","R_Avofak0GF8AcCI1","600€ or less","600€ or less"
"2851","R_1PdFOik1GECUNSX","901€ - 1.200€","901€ - 1.200€"
"2852","R_2ouPRQ8AhpTq3aF","1.801€ - 2.100€","1.801€ - 2.100€"
"2853","R_2pJneDHsxRmfvGw","1.501€ - 1.800€","1.501€ - 1.800€"
"2854","R_1Pe0vAIi8Wz1Nn1","1.501€ - 1.800€","1.501€ - 1.800€"
"2855","R_25WvptMfk5poZj1","600€ or less","600€ or less"
"2856","R_2ciKkJWj46vgS8d","600€ or less","600€ or less"
"2857","R_6mc2VCbcYQAJhIt","1.501€ - 1.800€","1.501€ - 1.800€"
"2858","R_3pfLUlxuXwUryDM","1.201€ - 1.500€","1.201€ - 1.500€"
"2859","R_e4cIbU2LTM42yid","1.501€ - 1.800€","1.501€ - 1.800€"
"2860","R_r9HX3MOY0A4ugGB","1.201€ - 1.500€","1.201€ - 1.500€"
"2861","R_PHyFokxBZAIxGbn","901€ - 1.200€","901€ - 1.200€"
"2862","R_1q4giRQNPzYwUso","1.801€ - 2.100€","1.801€ - 2.100€"
"2863","R_3nCKU9QJ9h3Plo4","2.101€ - 2.400€","2.101€ - 2.400€"
"2864","R_1QmYDV1vIEKI2px","1.201€ - 1.500€","1.201€ - 1.500€"
"2865","R_3OiBbPW4iQ4i7lY","2.101€ - 2.400€","2.101€ - 2.400€"
"2866","R_T0pkaUxGL4ZMJFL","1.201€ - 1.500€","1.201€ - 1.500€"
"2867","R_3qalTdVn1YSbHdJ","600€ or less","600€ or less"
"2868","R_2QnyTAK8wosito5","2.101€ - 2.400€","2.101€ - 2.400€"
"2869","R_xo49ABZpY1VOwmJ","901€ - 1.200€","901€ - 1.200€"
"2870","R_stjkVyyqtZFPJBv","2.101€ - 2.400€","2.101€ - 2.400€"
"2871","R_3F4IRN1uREgiOZy","1.501€ - 1.800€","1.501€ - 1.800€"
"2872","R_2Cv8jaACvluzVPW","1.801€ - 2.100€","1.801€ - 2.100€"
"2873","R_2XambyjNdwrrtFI","1.501€ - 1.800€","1.501€ - 1.800€"
"2874","R_1LRSprZYsP1NLfs","1.801€ - 2.100€","1.801€ - 2.100€"
"2875","R_3fW7KPxqpNiYQx0","901€ - 1.200€","901€ - 1.200€"
"2876","R_PtBvDxlDK9OYmop","601€ - 900€","601€ - 900€"
"2877","R_2pX2zxZhMLBsuc9","1.501€ - 1.800€","1.501€ - 1.800€"
"2878","R_3hAAl0YK5cZZYBc","2.751€ - 3.550€","2.751€ - 3.550€"
"2879","R_10wrYndJ6tTV3zR","1.801€ - 2.100€","1.801€ - 2.100€"
"2880","R_bJJO1OVp5jYvBjb","1.201€ - 1.500€","1.201€ - 1.500€"
"2881","R_UyYC2F7szZmGFTX","1.801€ - 2.100€","1.801€ - 2.100€"
"2882","R_3pil9mR4UN1vfzl","1.501€ - 1.800€","1.501€ - 1.800€"
"2883","R_2t4KH9L1BO08hPU","More than 3.550€","More than 3.550€"
"2884","R_Wvp3LlHZpXiyqDn","1.501€ - 1.800€","1.501€ - 1.800€"
"2885","R_XtRx2iVVB47Xj57","2.751€ - 3.550€","2.751€ - 3.550€"
"2886","R_p3hw403SO5KugdH","1.801€ - 2.100€","1.801€ - 2.100€"
"2887","R_2EFsXSLjZOaDgrW","901€ - 1.200€","901€ - 1.200€"
"2888","R_qFpYRBl26KftFZL","1.201€ - 1.500€","1.201€ - 1.500€"
"2889","R_1mWtUy3ZK5Mnys5","600€ or less","600€ or less"
"2890","R_1C1i6E7bYRTXrsn","2.301€ - 2.750€","2.301€ - 2.750€"
"2891","R_1JJi36OBbzTd4Yi","1.201€ - 1.500€","1.201€ - 1.500€"
"2892","R_9NbKWE7cKaujISl","More than 3.550€","More than 3.550€"
"2893","R_3fxa9anxk5j2amK","600€ or less","600€ or less"
"2894","R_1gqOp7DHXcBmtLy","600€ or less","600€ or less"
"2895","R_22mGRVwOI6SwppB","2.101€ - 2.400€","2.101€ - 2.400€"
"2896","R_29tSUEJPSk8woYt","901€ - 1.200€","901€ - 1.200€"
"2897","R_1gBDvCHwmIaLGuP","601€ - 900€","601€ - 900€"
"2898","R_2Tq6a0EGqx2M4oc","901€ - 1.200€","901€ - 1.200€"
"2899","R_2c5FCKRBx9sPNus","2.301€ - 2.750€","2.301€ - 2.750€"
"2900","R_1DuQ3lAT6pVF3uq","600€ or less","600€ or less"
"2901","R_24Ahuh4SADhKFtM","More than 3.550€","More than 3.550€"
"2902","R_3KpisCzm8WUUnhj","600€ or less","600€ or less"
"2903","R_2amowhq2wEn57DL","2.301€ - 2.750€","2.301€ - 2.750€"
"2904","R_2DSLpRQWO7AgIIQ","1.801€ - 2.100€","1.801€ - 2.100€"
"2905","R_2EuFnGhERR4hlUZ","2.301€ - 2.750€","2.301€ - 2.750€"
"2906","R_1EWe5nCtiw3R25L","1.501€ - 1.800€","1.501€ - 1.800€"
"2907","R_qPy7nDRhW6u2Ln3","1.501€ - 1.800€","1.501€ - 1.800€"
"2908","R_3K6bgxeZBFC6VUt","1.501€ - 1.800€","1.501€ - 1.800€"
"2909","R_wXKbWUe8YHs9PTH","2.101€ - 2.400€","2.101€ - 2.400€"
"2910","R_z2bRvIw7Vgt8Qhz","901€ - 1.200€","901€ - 1.200€"
"2911","R_Ug2AyxO4oX1koJb","601€ - 900€","601€ - 900€"
"2912","R_2aauP09yWX5G7HS","600€ or less","600€ or less"
"2913","R_300gmlYG23CCZX4","1.201€ - 1.500€","1.201€ - 1.500€"
"2914","R_2vk8406qrG2Ch5j","901€ - 1.200€","901€ - 1.200€"
"2915","R_1hzooizRTPoKNQ4","2.101€ - 2.400€","2.101€ - 2.400€"
"2916","R_bfJl7QaSdtzWL2F","1.801€ - 2.100€","1.801€ - 2.100€"
"2917","R_reVOFsVyLeGXSjD","2.751€ - 3.550€","2.751€ - 3.550€"
"2918","R_32KLhZmmU447ZAb","1.801€ - 2.100€","1.801€ - 2.100€"
"2919","R_1Nfx42dUtA6ACYv","1.201€ - 1.500€","1.201€ - 1.500€"
"2920","R_Re5ROHVYpVD237z","More than 3.550€","More than 3.550€"
"2921","R_RJhspN0BRurdb3P","1.801€ - 2.100€","1.801€ - 2.100€"
"2922","R_1jOC24wog9PHE20","901€ - 1.200€","901€ - 1.200€"
"2923","R_3EQkmlatAUuLuQC","1.801€ - 2.100€","1.801€ - 2.100€"
"2924","R_1LOS12Csu0YTSIT","600€ or less","600€ or less"
"2925","R_2v1VIExMJCAfOol","1.801€ - 2.100€","1.801€ - 2.100€"
"2926","R_2aLiGmYzl9M42Wm","1.801€ - 2.100€","1.801€ - 2.100€"
"2927","R_2f6zDw7yW8pIcfV","901€ - 1.200€","901€ - 1.200€"
"2928","R_30lbTM0LE6WY9d1","600€ or less","600€ or less"
"2929","R_21nts9uynedbq44","2.751€ - 3.550€","2.751€ - 3.550€"
"2930","R_3COrLHlMoNXHyZk","901€ - 1.200€","901€ - 1.200€"
"2931","R_1jPsJchz2TzaCV2","2.101€ - 2.400€","2.101€ - 2.400€"
"2932","R_3QJIdwjkLYbJOcM","1.501€ - 1.800€","1.501€ - 1.800€"
"2933","R_2QsQw5wGTn0h7VC","600€ or less","600€ or less"
"2934","R_3n62UGmk9mUsxgC","2.101€ - 2.400€","2.101€ - 2.400€"
"2935","R_ekTbIkYYrngbgvn","601€ - 900€","601€ - 900€"
"2936","R_2QstgFD4qvNdySO","1.801€ - 2.100€","1.801€ - 2.100€"
"2937","R_1llDs8zxA0CnNBj","1.201€ - 1.500€","1.201€ - 1.500€"
"2938","R_pxEHA4ZfD6jEiaZ","2.101€ - 2.400€","2.101€ - 2.400€"
"2939","R_SYPeYPLYatrt5Yt","2.301€ - 2.750€","2.301€ - 2.750€"
"2940","R_1jxFm3GKw5zsO2h","601€ - 900€","601€ - 900€"
"2941","R_1N2f02GTH3gZnK1","601€ - 900€","601€ - 900€"
"2942","R_3h4M6XYTTfJRkCi","600€ or less","600€ or less"
"2943","R_2VIIXUPhTZ2Pj8S","1.501€ - 1.800€","1.501€ - 1.800€"
"2944","R_24I42RvbLi2iqf8","2.301€ - 2.750€","2.301€ - 2.750€"
"2945","R_1K2Bk8At89AtWJZ","1.201€ - 1.500€","1.201€ - 1.500€"
"2946","R_3L76tUfWdRL26oO","901€ - 1.200€","901€ - 1.200€"
"2947","R_ulFZ6S44niwV62l","1.501€ - 1.800€","1.501€ - 1.800€"
"2948","R_1HcLn1QfbtmEooK","601€ - 900€","601€ - 900€"
"2949","R_3RyhH2vm3GppTSV","1.201€ - 1.500€","1.201€ - 1.500€"
"2950","R_21dpF7NSbYURuSU","901€ - 1.200€","901€ - 1.200€"
"2951","R_26aUFDZyZkTgvf6","1.801€ - 2.100€","1.801€ - 2.100€"
"2952","R_1Cd2FX1G5o9VVCn","901€ - 1.200€","901€ - 1.200€"
"2953","R_2SIWDDDqe3kiCwU","1.801€ - 2.100€","1.801€ - 2.100€"
"2954","R_3HS0tahU6PUPwnJ","2.101€ - 2.400€","2.101€ - 2.400€"
"2955","R_0JTM56RvmmJdsCl","1.801€ - 2.100€","1.801€ - 2.100€"
"2956","R_12xzpydalctse0d","2.301€ - 2.750€","2.301€ - 2.750€"
"2957","R_27ajYtBgYNpprQv","2.751€ - 3.550€","2.751€ - 3.550€"
"2958","R_WxiWGYRSlz4Ahpf","1.501€ - 1.800€","1.501€ - 1.800€"
"2959","R_1GDoQi2VC3VZttG","600€ or less","600€ or less"
"2960","R_O1fbgd57n03c0q5","1.801€ - 2.100€","1.801€ - 2.100€"
"2961","R_2t2K5gXzPqAJfyg","1.201€ - 1.500€","1.201€ - 1.500€"
"2962","R_1FfHxzE6vocVGy6","More than 3.550€","More than 3.550€"
"2963","R_3PuE9eMSeSNMT1v","1.801€ - 2.100€","1.801€ - 2.100€"
"2964","R_1NzwIEUT4THgfx3","600€ or less","600€ or less"
"2965","R_3PHqvX86A0ASsSa","901€ - 1.200€","901€ - 1.200€"
"2966","R_1OGFH58oQs5KMSs","1.201€ - 1.500€","1.201€ - 1.500€"
"2967","R_1duH3ut4u8GzJBO","901€ - 1.200€","901€ - 1.200€"
"2968","R_r28nCR41li1NwAx","901€ - 1.200€","901€ - 1.200€"
"2969","R_1LdqAUHzCeYEAnH","2.101€ - 2.400€","2.101€ - 2.400€"
"2970","R_300HgZmIygiwHXc","1.801€ - 2.100€","1.801€ - 2.100€"
"2971","R_dpbuju9QyGmNbl7","901€ - 1.200€","901€ - 1.200€"
"2972","R_3Li40E2xD8wU2BI","901€ - 1.200€","901€ - 1.200€"
"2973","R_1DUp3A6MOZ0ITTl","1.501€ - 1.800€","1.501€ - 1.800€"
"2974","R_3rGHDxgfcJ1ANUr","1.501€ - 1.800€","1.501€ - 1.800€"
"2975","R_1GK8iUv4rjw2e1m","2.301€ - 2.750€","2.301€ - 2.750€"
"2976","R_1M5QrOdJmEOepV2","1.801€ - 2.100€","1.801€ - 2.100€"
"2977","R_11iosh5PfmexPxl","2.101€ - 2.400€","2.101€ - 2.400€"
"2978","R_1gnfsCJ0KWUeKaC","2.301€ - 2.750€","2.301€ - 2.750€"
"2979","R_DUDRhiCdLgdLcU9","1.801€ - 2.100€","1.801€ - 2.100€"
"2980","R_1jPbEFoVDEPMChK","1.501€ - 1.800€","1.501€ - 1.800€"
"2981","R_1Ej20y43IVIytzM","600€ or less","600€ or less"
"2982","R_1jJ7bQTxbxj6nJv","1.801€ - 2.100€","1.801€ - 2.100€"
"2983","R_tX6ibBVsHoZ0H4J","600€ or less","600€ or less"
"2984","R_3OqU8Q833HKP3u9","2.751€ - 3.550€","2.751€ - 3.550€"
"2985","R_2aglx39Z0f7VdBM","2.101€ - 2.400€","2.101€ - 2.400€"
"2986","R_DMi3qDVgXiW3f8J","2.101€ - 2.400€","2.101€ - 2.400€"
"2987","R_1jCB2n3TO388iR7","1.801€ - 2.100€","1.801€ - 2.100€"
"2988","R_ueUOFjE6ZyELYXv","2.301€ - 2.750€","2.301€ - 2.750€"
"2989","R_BVzY7N5j9QuT185","600€ or less","600€ or less"
"2990","R_2QtAgtSNzdtwEMb","600€ or less","600€ or less"
"2991","R_28Hy5iiZRX8sKrL","1.501€ - 1.800€","1.501€ - 1.800€"
"2992","R_2uyZJruuGXZuRfI","2.101€ - 2.400€","2.101€ - 2.400€"
"2993","R_25vK1FlGHIOaJ6f","1.801€ - 2.100€","1.801€ - 2.100€"
"2994","R_RV9GPjEERN4MGR3","901€ - 1.200€","901€ - 1.200€"
"2995","R_2eR4wrZnuc9DVK4","1.201€ - 1.500€","1.201€ - 1.500€"
"2996","R_e3rqnCDsvwQgyCB","1.201€ - 1.500€","1.201€ - 1.500€"
"2997","R_1eRz68tbVURe1xh","1.201€ - 1.500€","1.201€ - 1.500€"
"2998","R_0evd0Jztf6PeCHv","901€ - 1.200€","901€ - 1.200€"
"2999","R_3dVOvoYZ2vCxwEY","600€ or less","600€ or less"
"3000","R_1FLZzDzH8jMdbZp","1.801€ - 2.100€","1.801€ - 2.100€"
"3001","R_2QXnsY3vUsRFedY","901€ - 1.200€","901€ - 1.200€"
"3002","R_2rpuzHRbgKdtiuI","2.751€ - 3.550€","2.751€ - 3.550€"
"3003","R_2A0hOFTtQ9QjWuI","601€ - 900€","601€ - 900€"
"3004","R_1FLibaNq2juFvdU","1.201€ - 1.500€","1.201€ - 1.500€"
"3005","R_2eVzR3pB6c9byke","1.501€ - 1.800€","1.501€ - 1.800€"
"3006","R_2SBQpsOtd2aQ6g1","600€ or less","600€ or less"
"3007","R_6lFCgVkTjo2brAR","2.301€ - 2.750€","2.301€ - 2.750€"
"3008","R_2cmVQxq5Ctv3fNf","2.751€ - 3.550€","2.751€ - 3.550€"
"3009","R_PYQAsIVMCUnnfRn","1.801€ - 2.100€","1.801€ - 2.100€"
"3010","R_3Mff2BUdyvHPRGE","1.201€ - 1.500€","1.201€ - 1.500€"
"3011","R_2aH2dRQga7bk9zj","901€ - 1.200€","901€ - 1.200€"
"3012","R_2rjtqctOtYP45xH","901€ - 1.200€","901€ - 1.200€"
"3013","R_2Cs1XFfyrVUXBfb","600€ or less","600€ or less"
"3014","R_3kBpW5N6Vl01yrh","600€ or less","600€ or less"
"3015","R_D0lkuAUFkfgPR29","1.801€ - 2.100€","1.801€ - 2.100€"
"3016","R_w7XP4GO0FIJUhON","1.201€ - 1.500€","1.201€ - 1.500€"
"3017","R_3Mlp8xv7PMRRgHF","1.201€ - 1.500€","1.201€ - 1.500€"
"3018","R_2eaQ2W2yIthr7z9","1.201€ - 1.500€","1.201€ - 1.500€"
"3019","R_yHHPuAnwcV3W4xj","1.501€ - 1.800€","1.501€ - 1.800€"
"3020","R_3nu8wfK6VHqbviK","1.801€ - 2.100€","1.801€ - 2.100€"
"3021","R_2tA1SbA3Tl5p63I","1.501€ - 1.800€","1.501€ - 1.800€"
"3022","R_ykFiyEXMmUWEOjv","1.501€ - 1.800€","1.501€ - 1.800€"
"3023","R_reB70x0iJ0lqCVX","2.751€ - 3.550€","2.751€ - 3.550€"
"3024","R_30634q5e4gLIwDw","1.201€ - 1.500€","1.201€ - 1.500€"
"3025","R_3ltRenJYMFlVHcq","1.801€ - 2.100€","1.801€ - 2.100€"
"3026","R_9oQTvLfVZHgryCt","2.101€ - 2.400€","2.101€ - 2.400€"
"3027","R_2qCsnbmNhrcdspX","2.101€ - 2.400€","2.101€ - 2.400€"
"3028","R_d1faE42jumJRISR","1.201€ - 1.500€","1.201€ - 1.500€"
"3029","R_25TxNAvUfsXZvLv","1.201€ - 1.500€","1.201€ - 1.500€"
"3030","R_2QsX7xknQ4aHEpn","1.501€ - 1.800€","1.501€ - 1.800€"
"3031","R_2WVvQZroKgvpk0u","1.801€ - 2.100€","1.801€ - 2.100€"
"3032","R_eK9DvBSwZV8FIOZ","2.101€ - 2.400€","2.101€ - 2.400€"
"3033","R_25RtJUAIyWsLowY","2.301€ - 2.750€","2.301€ - 2.750€"
"3034","R_2zj7yBatYJnzha4","1.501€ - 1.800€","1.501€ - 1.800€"
"3035","R_3xbO2jPPnZUq2Jz","2.101€ - 2.400€","2.101€ - 2.400€"
"3036","R_2aOHcNINBT5yK9E","1.801€ - 2.100€","1.801€ - 2.100€"
"3037","R_BGiiu8EBLD7AGRP","More than 3.550€","More than 3.550€"
"3038","R_25HiXG5onvy96kb","1.201€ - 1.500€","1.201€ - 1.500€"
"3039","R_31mCTe7emVIRhHp","600€ or less","600€ or less"
"3040","R_1rHasYuneUCvR77","1.501€ - 1.800€","1.501€ - 1.800€"
"3041","R_3oG7XzzPINsfy4E","601€ - 900€","601€ - 900€"
"3042","R_2ebrmHPmcphC7v2","2.301€ - 2.750€","2.301€ - 2.750€"
"3043","R_3gY2RHv4AMDQDZ5","901€ - 1.200€","901€ - 1.200€"
"3044","R_z2woxWHsKtlW1Ff","2.301€ - 2.750€","2.301€ - 2.750€"
"3045","R_1LvsQg8hc0kSEfe","1.801€ - 2.100€","1.801€ - 2.100€"
"3046","R_1LDDOyKF4fPXbtT","2.101€ - 2.400€","2.101€ - 2.400€"
"3047","R_us5TF4ZLxudhkEp","901€ - 1.200€","901€ - 1.200€"
"3048","R_3sb3QINd2iLlAP3","2.101€ - 2.400€","2.101€ - 2.400€"
"3049","R_1j9QF0MJhY7rnTA","1.501€ - 1.800€","1.501€ - 1.800€"
"3050","R_2e8z43OL2vKNF9L","1.801€ - 2.100€","1.801€ - 2.100€"
"3051","R_vJ0R3N56RPHc5tn","1.501€ - 1.800€","1.501€ - 1.800€"
"3052","R_2yapBLrJeN0td4I","1.201€ - 1.500€","1.201€ - 1.500€"
"3053","R_1KkyXgQmqdSWfJo","1.801€ - 2.100€","1.801€ - 2.100€"
"3054","R_2SAcVOVqSFfn5qu","1.501€ - 1.800€","1.501€ - 1.800€"
"3055","R_3Kqg7o1peY939T3","2.751€ - 3.550€","2.751€ - 3.550€"
"3056","R_1K8DXUfLuJVwJ32","901€ - 1.200€","901€ - 1.200€"
"3057","R_2TBDJuwmTlyqnla","1.501€ - 1.800€","1.501€ - 1.800€"
"3058","R_1FwZKpdIbSZL5Nn","1.801€ - 2.100€","1.801€ - 2.100€"
"3059","R_24jTovqYd3GgJ6n","1.801€ - 2.100€","1.801€ - 2.100€"
"3060","R_3dWYwlUHMQF7SvG","2.751€ - 3.550€","2.751€ - 3.550€"
"3061","R_2WUNFCJAzfxAEOe","2.751€ - 3.550€","2.751€ - 3.550€"
"3062","R_3kbPntx7Onb9FGp","600€ or less","600€ or less"
"3063","R_1CfbiAzSHoPX2tX","1.201€ - 1.500€","1.201€ - 1.500€"
"3064","R_3iUV21SJMsUnJOP","1.801€ - 2.100€","1.801€ - 2.100€"
"3065","R_DUao6zkDab1L9RL","2.301€ - 2.750€","2.301€ - 2.750€"
"3066","R_1Pd8fQZxrH6HFVv","901€ - 1.200€","901€ - 1.200€"
"3067","R_22wVCZKWjFnYBfz","2.751€ - 3.550€","2.751€ - 3.550€"
"3068","R_9RcV21KzXgk6pnr","2.101€ - 2.400€","2.101€ - 2.400€"
"3069","R_2BwGQCpNgOjqpNr","600€ or less","600€ or less"
"3070","R_2OMGPg989QgNRPQ","901€ - 1.200€","901€ - 1.200€"
"3071","R_1KeADi1WYbbypVM","601€ - 900€","601€ - 900€"
"3072","R_2ax9OdyN170CUIw","1.201€ - 1.500€","1.201€ - 1.500€"
"3073","R_22Su9UleAOlW10A","1.201€ - 1.500€","1.201€ - 1.500€"
"3074","R_31tq7yFK8nLxoFH","1.201€ - 1.500€","1.201€ - 1.500€"
"3075","R_3PNoqEPX1rrTioG","601€ - 900€","601€ - 900€"
"3076","R_SYSakoU6LjCr89H","1.201€ - 1.500€","1.201€ - 1.500€"
"3077","R_vI8W744aoSAQ2ad","More than 3.550€","More than 3.550€"
"3078","R_3DpdQSHJ1gwt788","901€ - 1.200€","901€ - 1.200€"
"3079","R_3IRioyZKuIT1YJP","1.201€ - 1.500€","1.201€ - 1.500€"
"3080","R_3jTgpNL6aHtTvDO","600€ or less","600€ or less"
"3081","R_28YBIRS2ndPDezX","1.801€ - 2.100€","1.801€ - 2.100€"
"3082","R_2PebaVCMSUzATvU","901€ - 1.200€","901€ - 1.200€"
"3083","R_2fd5KTwAtEKs9MP","601€ - 900€","601€ - 900€"
"3084","R_xf7qwXTpt5fPMtz","901€ - 1.200€","901€ - 1.200€"
"3085","R_1LHxA64YaYwt0vF","1.201€ - 1.500€","1.201€ - 1.500€"
"3086","R_79gZDO83BU6BIMp","901€ - 1.200€","901€ - 1.200€"
"3087","R_2fjj7Txvylq2UEX","600€ or less","600€ or less"
"3088","R_6VeIi2eFbS8imn7","2.751€ - 3.550€","2.751€ - 3.550€"
"3089","R_2R3qDmAOOtdLmTr","601€ - 900€","601€ - 900€"
"3090","R_3NKbHmGR58ngKwf","1.201€ - 1.500€","1.201€ - 1.500€"
"3091","R_8B0VuGFyDlmpWnL","601€ - 900€","601€ - 900€"
"3092","R_1DMYJp7c1BAQCZ4","600€ or less","600€ or less"
"3093","R_2zG7AEMO9BnelkN","1.801€ - 2.100€","1.801€ - 2.100€"
"3094","R_2ON442qJfonKhxE","2.101€ - 2.400€","2.101€ - 2.400€"
"3095","R_2ValjAHamKgwfbB","2.101€ - 2.400€","2.101€ - 2.400€"
"3096","R_1i50pXuU6uyvWiI","901€ - 1.200€","901€ - 1.200€"
"3097","R_3e39EFnmddliXR4","1.501€ - 1.800€","1.501€ - 1.800€"
"3098","R_331CFoAeqDGEOxe","901€ - 1.200€","901€ - 1.200€"
"3099","R_12Q0FVV1tybf49M","1.501€ - 1.800€","1.501€ - 1.800€"
"3100","R_AEufSlH2b1zHPBD","901€ - 1.200€","901€ - 1.200€"
"3101","R_2By5lKYml9p0OxQ","901€ - 1.200€","901€ - 1.200€"
"3102","R_2alC8H7CwjYn7W4","1.801€ - 2.100€","1.801€ - 2.100€"
"3103","R_z9kcqYBtUdD79FT","2.751€ - 3.550€","2.751€ - 3.550€"
"3104","R_27Os41hChUNxfPv","1.801€ - 2.100€","1.801€ - 2.100€"
"3105","R_33Bk6zq5wjcBeik","2.101€ - 2.400€","2.101€ - 2.400€"
"3106","R_29hVFRNy8mu7PpX","1.201€ - 1.500€","1.201€ - 1.500€"
"3107","R_BStBnMeGdTNIwfL","2.101€ - 2.400€","2.101€ - 2.400€"
"3108","R_3KTIWXXMqj6BfIs","1.201€ - 1.500€","1.201€ - 1.500€"
"3109","R_3MJyTLBJoYVAlja","1.501€ - 1.800€","1.501€ - 1.800€"
"3110","R_1CgxlTCyhbUQljK","1.201€ - 1.500€","1.201€ - 1.500€"
"3111","R_3FXSbOppjblcOHI","1.801€ - 2.100€","1.801€ - 2.100€"
"3112","R_NWuO5zsCxGT0LxT","2.751€ - 3.550€","2.751€ - 3.550€"
"3113","R_3snLjQ0JLcltVGM","1.201€ - 1.500€","1.201€ - 1.500€"
"3114","R_3fB0BNsrr3VWhWK","1.501€ - 1.800€","1.501€ - 1.800€"
"3115","R_10PhgQaPLMSaOeK","2.301€ - 2.750€","2.301€ - 2.750€"
"3116","R_3isTCo63N34kcXV","1.201€ - 1.500€","1.201€ - 1.500€"
"3117","R_2fqQTCoyhkf3Rsj","2.101€ - 2.400€","2.101€ - 2.400€"
"3118","R_50vpdM9migvBEHf","2.751€ - 3.550€","2.751€ - 3.550€"
"3119","R_2DN5qZrhTl167jy","2.101€ - 2.400€","2.101€ - 2.400€"
"3120","R_3E9Al1alkjFgB5s","601€ - 900€","601€ - 900€"
"3121","R_1rAOJ6y91cUjOiJ","901€ - 1.200€","901€ - 1.200€"
"3122","R_114KsBzCisl56n2","901€ - 1.200€","901€ - 1.200€"
"3123","R_BPSFxYP2az0JZUB","601€ - 900€","601€ - 900€"
"3124","R_1BRWXWlYIeziRMd","2.101€ - 2.400€","2.101€ - 2.400€"
"3125","R_bgE2VaI6wakdX7H","2.301€ - 2.750€","2.301€ - 2.750€"
"3126","R_XWX9542bDQhqSat","2.301€ - 2.750€","2.301€ - 2.750€"
"3127","R_1rBzUqzyC33xxWt","600€ or less","600€ or less"
"3128","R_3koCNPKYopwgM6e","1.501€ - 1.800€","1.501€ - 1.800€"
"3129","R_2Cv2jJb3GHZcBpp","1.801€ - 2.100€","1.801€ - 2.100€"
"3130","R_qEN7ZRWZ2U7PHIR","1.501€ - 1.800€","1.501€ - 1.800€"
"3131","R_2ZEpHJ6pJClRwBg","901€ - 1.200€","901€ - 1.200€"
"3132","R_UYhAxEQUFeVZ0Gd","1.801€ - 2.100€","1.801€ - 2.100€"
"3133","R_1KcHNHpwPUBgoE2","2.301€ - 2.750€","2.301€ - 2.750€"
"3134","R_28B82jcomRqe0wc","More than 3.550€","More than 3.550€"
"3135","R_1nOwUxqKM2AiHfd","1.501€ - 1.800€","1.501€ - 1.800€"
"3136","R_3Dd5rW48zTsfTih","1.501€ - 1.800€","1.501€ - 1.800€"
"3137","R_Aj8xZ2FF6yIHksx","2.101€ - 2.400€","2.101€ - 2.400€"
"3138","R_cMfT7EHxICoTKcV","1.501€ - 1.800€","1.501€ - 1.800€"
"3139","R_78SfniKKSF04PGF","1.501€ - 1.800€","1.501€ - 1.800€"
"3140","R_24iNNSzXNlIgLSf","1.201€ - 1.500€","1.201€ - 1.500€"
"3141","R_1hSjlmQg74uUpO4","1.201€ - 1.500€","1.201€ - 1.500€"
"3142","R_PIlpbxIhKSWn58R","1.201€ - 1.500€","1.201€ - 1.500€"
"3143","R_2y8gYywZnfN5pvy","901€ - 1.200€","901€ - 1.200€"
"3144","R_3KBeFUXMiDEC3YC","1.801€ - 2.100€","1.801€ - 2.100€"
"3145","R_3nxvv1FGniT3gHw","1.501€ - 1.800€","1.501€ - 1.800€"
"3146","R_1mztBsiwycZRG2Z","1.501€ - 1.800€","1.501€ - 1.800€"
"3147","R_1BSqYx3tsCPLGUI","1.501€ - 1.800€","1.501€ - 1.800€"
"3148","R_3j8MhHb65qLmfVe","1.501€ - 1.800€","1.501€ - 1.800€"
"3149","R_1N5tvlnxsoMr663","1.801€ - 2.100€","1.801€ - 2.100€"
"3150","R_BXKJDTNC5U6s3zr","1.501€ - 1.800€","1.501€ - 1.800€"
"3151","R_2scfRbrGKDPrkGK","601€ - 900€","601€ - 900€"
"3152","R_1rxgT5uwiFeXQn1","1.201€ - 1.500€","1.201€ - 1.500€"
"3153","R_27pwahgrOBIg1D0","1.501€ - 1.800€","1.501€ - 1.800€"
"3154","R_1ojyfArVXISq688","1.501€ - 1.800€","1.501€ - 1.800€"
